"","-15","-14","-13","-12","-11","-10","-9","-8","-7","-6","-5","-4","-3","-2","-1","0","1","2","3","4","5","6","7","8","9","10","cells"
"1",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_A10"
"2",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_A12"
"3",8,5,7,1,8,7,8,12,12,4,4,5,15,15,17,12,10,17,18,12,13,23,20,18,22,19,"HP1502401_A14"
"4",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_A15"
"5",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_A17"
"6",10,10,9,7,13,14,15,16,16,10,8,6,20,16,18,13,11,18,19,13,14,20,23,19,23,17,"HP1502401_A18"
"7",10,10,9,7,13,14,15,16,16,10,8,6,20,16,18,13,11,18,19,13,14,20,23,19,23,17,"HP1502401_A2"
"8",10,11,10,8,14,15,16,17,18,12,10,8,22,18,24,18,17,26,28,18,22,31,32,29,34,32,"HP1502401_A20"
"9",10,11,10,8,14,15,16,17,18,12,10,8,22,18,24,18,17,26,28,18,22,31,32,29,34,32,"HP1502401_A21"
"10",8,5,7,1,8,7,8,12,12,4,4,5,15,15,17,12,10,17,18,12,12,22,20,18,22,21,"HP1502401_A22"
"11",10,11,10,8,14,15,16,17,18,12,10,8,22,18,24,18,17,26,28,18,22,31,32,29,34,32,"HP1502401_A23"
"12",10,10,9,7,13,14,15,16,16,10,8,6,20,16,18,13,11,18,19,13,14,20,23,19,23,17,"HP1502401_A24"
"13",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_A4"
"14",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_A6"
"15",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_A7"
"16",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_B1"
"17",1,3,3,13,4,5,3,10,2,16,20,21,8,8,12,7,16,11,12,19,21,29,31,27,32,31,"HP1502401_B10"
"18",9,7,11,4,7,8,9,8,11,3,3,4,14,13,14,9,8,15,16,9,9,16,17,15,19,13,"HP1502401_B11"
"19",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_B14"
"20",9,7,11,4,7,8,9,8,11,3,3,4,14,13,14,9,8,15,16,9,9,16,17,15,19,13,"HP1502401_B15"
"21",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_B16"
"22",8,5,7,1,8,7,8,12,12,4,4,5,15,15,17,12,10,17,18,12,13,23,20,18,22,19,"HP1502401_B17"
"23",9,7,11,4,7,8,9,8,11,3,3,4,14,13,14,9,8,15,16,9,9,16,17,15,19,13,"HP1502401_B18"
"24",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_B20"
"25",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_B21"
"26",5,6,10,6,9,11,16,17,13,9,10,8,22,18,20,18,18,26,28,18,22,30,32,29,34,32,"HP1502401_B22"
"27",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_B23"
"28",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_B24"
"29",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_B5"
"30",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_B7"
"31",10,10,9,7,13,14,15,16,16,10,8,6,20,16,18,13,11,18,19,13,14,20,23,19,23,17,"HP1502401_B8"
"32",8,5,7,1,8,7,8,12,12,4,4,5,15,15,17,12,10,17,18,12,13,23,20,18,22,19,"HP1502401_C1"
"33",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_C10"
"34",4,4,6,3,3,6,7,1,9,2,1,3,10,11,3,2,2,2,2,2,3,6,5,8,9,9,"HP1502401_C12"
"35",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_C14"
"36",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_C16"
"37",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_C18"
"38",10,11,10,8,14,15,16,17,18,12,10,8,22,18,24,18,17,26,28,18,22,31,32,29,34,32,"HP1502401_C2"
"39",10,10,9,7,13,14,15,16,16,10,8,6,20,16,18,13,11,18,19,13,14,20,23,19,23,17,"HP1502401_C20"
"40",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_C21"
"41",5,6,10,6,9,11,16,17,18,12,10,8,22,18,24,18,17,26,28,18,22,31,32,29,34,32,"HP1502401_C22"
"42",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_C4"
"43",10,10,9,7,13,14,15,16,16,10,8,6,20,16,18,13,11,18,19,13,14,20,23,19,23,17,"HP1502401_C5"
"44",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_C6"
"45",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_C7"
"46",10,10,9,7,13,14,15,16,16,10,8,6,20,16,18,13,11,18,19,13,14,20,23,19,23,17,"HP1502401_C8"
"47",8,5,7,1,8,7,8,12,12,4,4,5,15,15,17,12,10,17,18,12,13,23,20,18,22,19,"HP1502401_D10"
"48",10,10,9,7,13,14,15,16,16,10,8,6,20,16,18,13,11,18,19,13,14,20,23,19,23,17,"HP1502401_D12"
"49",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_D13"
"50",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_D16"
"51",10,10,9,7,13,14,15,16,16,10,8,6,20,16,18,13,11,18,19,13,14,20,23,19,23,17,"HP1502401_D17"
"52",4,4,6,3,3,6,7,1,9,2,1,3,10,11,3,2,2,2,2,2,3,6,5,8,9,9,"HP1502401_D18"
"53",8,5,7,1,8,7,8,12,12,4,4,5,15,15,17,12,10,17,18,12,13,23,20,18,22,19,"HP1502401_D2"
"54",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_D20"
"55",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_D22"
"56",10,11,10,8,14,15,16,17,18,12,10,8,22,18,24,18,17,26,28,18,22,31,32,29,34,32,"HP1502401_D23"
"57",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_D24"
"58",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_D3"
"59",4,4,6,3,3,6,7,1,9,2,1,3,10,11,3,2,2,2,2,2,3,6,5,8,9,9,"HP1502401_D4"
"60",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,12,28,10,12,13,16,20,16,"HP1502401_D5"
"61",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_D6"
"62",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_D7"
"63",1,3,3,10,4,9,14,11,4,19,10,8,22,18,24,18,16,26,28,19,22,31,32,29,34,32,"HP1502401_D8"
"64",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_E10"
"65",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_E11"
"66",7,9,3,13,4,5,3,10,2,16,20,21,8,8,11,7,16,12,11,28,10,12,13,16,20,16,"HP1502401_E14"
"67",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_E16"
"68",1,9,3,6,12,5,14,10,13,16,7,21,8,8,12,16,19,21,12,24,26,29,31,21,32,28,"HP1502401_E17"
"69",10,11,10,8,14,15,16,17,18,12,10,8,22,18,24,18,17,26,28,18,22,31,32,29,34,32,"HP1502401_E18"
"70",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_E19"
"71",8,5,7,1,8,7,8,12,12,4,4,5,15,15,17,12,10,17,18,12,13,23,20,18,22,19,"HP1502401_E2"
"72",8,5,7,1,8,7,8,12,12,4,4,5,15,15,17,12,10,17,18,12,13,23,20,18,22,19,"HP1502401_E20"
"73",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_E21"
"74",5,6,8,6,9,11,12,13,13,9,7,13,18,21,20,16,19,21,25,24,25,27,26,21,30,28,"HP1502401_E22"
"75",8,5,7,1,8,7,8,12,12,4,4,5,15,15,17,12,10,17,18,12,12,22,20,18,22,21,"HP1502401_E23"
"76",8,5,7,1,8,7,8,12,12,4,4,5,15,15,17,12,10,17,18,12,13,23,20,18,22,19,"HP1502401_E24"
"77",10,10,9,7,13,14,15,16,16,10,8,6,20,16,18,13,11,18,19,13,14,20,23,19,23,17,"HP1502401_E3"
"78",9,7,11,4,7,8,9,8,11,3,3,4,14,13,14,9,8,15,16,9,9,16,17,15,19,13,"HP1502401_E5"
"79",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_E6"
"80",9,7,11,4,7,8,9,8,11,3,3,4,14,13,14,9,8,15,16,9,9,16,17,15,19,13,"HP1502401_E7"
"81",10,10,9,7,13,14,15,16,16,10,8,6,20,16,18,13,11,18,19,13,14,20,23,19,23,17,"HP1502401_E9"
"82",1,3,3,13,4,5,3,10,2,16,20,21,8,8,11,7,25,12,11,28,10,12,13,16,20,16,"HP1502401_F10"
