"","-18","-17","-16","-15","-14","-13","-12","-11","-10","-9","-8","-7","-6","-5","-4","-3","-2","-1","0","1","2","3","4","5","6","7","8","9","10","cells"
"1",7,6,6,6,9,8,6,10,10,15,8,14,10,14,14,7,13,17,28,22,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0001"
"2",7,6,6,6,9,13,6,10,10,15,8,14,10,14,20,7,20,17,24,22,23,29,22,22,25,31,25,20,21,"human1_lib1.final_cell_0002"
"3",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,17,28,22,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0003"
"4",7,6,6,6,9,8,6,10,10,15,8,14,10,14,14,7,13,17,28,22,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0004"
"5",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,17,28,22,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0005"
"6",7,6,6,6,9,8,6,10,10,15,8,14,10,14,20,7,13,17,24,22,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0006"
"7",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0007"
"8",7,6,6,6,9,8,6,10,10,15,8,14,10,14,14,7,13,17,28,22,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0008"
"9",7,6,6,6,9,13,6,10,10,15,8,14,10,14,20,7,20,17,24,22,23,23,22,22,25,31,25,20,21,"human1_lib1.final_cell_0009"
"10",7,6,6,6,9,8,6,10,10,15,8,14,10,14,14,7,13,17,28,22,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0010"
"11",7,6,6,6,9,8,6,10,10,15,8,14,10,14,14,7,13,17,28,22,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0011"
"12",7,6,6,6,9,8,6,10,11,15,8,14,10,7,14,8,13,17,28,29,30,23,22,32,33,9,24,34,18,"human1_lib1.final_cell_0012"
"13",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0013"
"14",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0014"
"15",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0015"
"16",9,10,9,13,14,15,12,15,18,18,18,19,13,15,23,17,21,21,23,23,22,25,25,23,23,29,21,16,19,"human1_lib1.final_cell_0016"
"17",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0017"
"18",7,6,6,6,9,8,6,10,10,15,8,14,10,14,14,7,13,17,28,22,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0018"
"19",10,7,7,10,12,12,9,17,14,13,20,21,15,11,16,10,26,13,16,15,17,17,14,15,15,19,12,10,11,"human1_lib1.final_cell_0019"
"20",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0020"
"21",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0021"
"22",5,5,3,3,4,1,13,4,1,1,1,1,2,2,2,2,1,1,6,2,7,7,15,18,9,24,14,14,13,"human1_lib1.final_cell_0022"
"23",10,7,1,5,8,7,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0023"
"24",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0024"
"25",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0025"
"26",6,3,4,1,1,3,15,2,4,5,4,3,5,3,5,4,6,6,3,4,3,4,16,5,3,4,14,14,12,"human1_lib1.final_cell_0026"
"27",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0027"
"28",7,6,6,6,9,8,5,9,11,7,7,4,6,7,14,5,14,16,28,29,29,31,30,33,34,10,36,36,8,"human1_lib1.final_cell_0028"
"29",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,16,28,29,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0029"
"30",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0030"
"31",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0031"
"32",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0032"
"33",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0033"
"34",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0034"
"35",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0035"
"36",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,17,28,29,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0036"
"37",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0037"
"38",1,2,2,5,8,7,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0038"
"39",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0039"
"40",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0040"
"41",9,10,9,13,14,15,12,15,18,18,18,19,13,15,23,17,21,21,23,23,22,25,25,23,23,29,21,16,19,"human1_lib1.final_cell_0041"
"42",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0042"
"43",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0043"
"44",9,10,9,13,14,15,12,15,18,18,18,19,13,15,23,17,21,21,23,23,22,25,25,23,23,29,21,16,19,"human1_lib1.final_cell_0044"
"45",9,10,9,13,14,15,12,15,18,18,18,19,13,15,23,17,21,21,23,23,22,25,25,23,23,32,27,16,19,"human1_lib1.final_cell_0045"
"46",9,10,9,13,14,15,12,15,18,18,18,19,13,15,23,17,21,21,23,23,22,25,25,23,23,29,21,16,19,"human1_lib1.final_cell_0046"
"47",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,17,28,22,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0047"
"48",9,10,9,13,14,15,12,15,18,18,18,19,13,15,23,17,21,21,23,23,22,25,25,23,23,29,21,16,19,"human1_lib1.final_cell_0048"
"49",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0049"
"50",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0050"
"51",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0051"
