"clustering_method" "replicable_clusters" "non_replicable_clusters" "replicable_cells" "non_replicable_cells" "fraction_replicable_clusters" "fraction_replicable_cells" "clustering_name" "level"
"1" "Monocle.00" 2 38 289 10416 0.05 0.0269967304997665 "Monocle" "00"
"2" "Monocle.05" 2 35 289 10416 0.0540540540540541 0.0269967304997665 "Monocle" "05"
"3" "Monocle.1" 4 29 1862 8843 0.121212121212121 0.173937412424101 "Monocle" "1"
"4" "Monocle.15" 6 20 2233 8472 0.230769230769231 0.20859411489958 "Monocle" "15"
"5" "Monocle.2" 6 19 2233 8472 0.24 0.20859411489958 "Monocle" "2"
"6" "Monocle.25" 0 18 0 10705 0 0 "Monocle" "25"
"7" "Monocle.3" 0 15 0 10705 0 0 "Monocle" "3"
"8" "Monocle.35" 2 7 1786 8919 0.222222222222222 0.166837926202709 "Monocle" "35"
"9" "Monocle.4" 2 7 1786 8919 0.222222222222222 0.166837926202709 "Monocle" "4"
"10" "Monocle.45" 2 7 1786 8919 0.222222222222222 0.166837926202709 "Monocle" "45"
"11" "sc3.00" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" "00"
"12" "sc3.05" 6 35 2017 8688 0.146341463414634 0.188416627744045 "sc3" "05"
"13" "sc3.1" 4 30 803 9902 0.117647058823529 0.0750116767865483 "sc3" "1"
"14" "sc3.15" 4 28 803 9902 0.125 0.0750116767865483 "sc3" "15"
"15" "sc3.2" 4 20 873 9832 0.166666666666667 0.0815506772536198 "sc3" "2"
"16" "sc3.25" 4 18 873 9832 0.181818181818182 0.0815506772536198 "sc3" "25"
"17" "sc3.3" 4 16 2157 8548 0.2 0.201494628678188 "sc3" "3"
"18" "sc3.35" 2 13 1625 9080 0.133333333333333 0.151798225128445 "sc3" "35"
"19" "Seurat.00" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" "00"
"20" "Seurat.05" 8 29 2435 8270 0.216216216216216 0.2274638019617 "Seurat" "05"
"21" "Seurat.1" 8 26 2435 8270 0.235294117647059 0.2274638019617 "Seurat" "1"
"22" "Seurat.15" 6 24 1583 9122 0.2 0.147874824848202 "Seurat" "15"
"23" "Seurat.2" 6 23 1583 9122 0.206896551724138 0.147874824848202 "Seurat" "2"
"24" "Seurat.25" 2 19 645 10060 0.0952380952380952 0.0602522185894442 "Seurat" "25"
"25" "Seurat.3" 2 16 1358 9347 0.111111111111111 0.126856609061186 "Seurat" "3"
"26" "Seurat.35" 2 11 1621 9084 0.153846153846154 0.151424567958898 "Seurat" "35"
"27" "Seurat.4" 2 8 1852 8853 0.2 0.173003269500234 "Seurat" "4"
"28" "Seurat.45" 2 4 2467 8238 0.333333333333333 0.230453059318076 "Seurat" "45"
"29" "Seurat.5" 0 5 0 10705 0 0 "Seurat" "5"
