"","cells","x","y"
"1","HP1502401_A10",22.0498434881415,-5.88456228251233
"2","HP1502401_A12",7.1433315720526,-1.75309910839502
"3","HP1502401_A14",-27.6761643260921,4.00330380932272
"4","HP1502401_A15",-4.71856973800072,-11.0133449251278
"5","HP1502401_A17",4.96847540876002,-11.2592229205326
"6","HP1502401_A18",21.4334264211298,20.3618466707661
"7","HP1502401_A2",18.5005295615536,19.7196937702021
"8","HP1502401_A20",16.842658596959,6.00614569363694
"9","HP1502401_A21",17.2068158695317,6.14633720108267
"10","HP1502401_A22",-26.6443318625737,4.71887436983709
"11","HP1502401_A23",13.5618604699177,6.58100247056272
"12","HP1502401_A24",16.3436496071067,21.6001089017785
"13","HP1502401_A4",-8.18117362038248,0.156608455447018
"14","HP1502401_A6",27.0886637462764,-6.30770956058239
"15","HP1502401_A7",25.9306580334644,-10.9750143043691
"16","HP1502401_B1",25.2741013847938,-9.13321204245933
"17","HP1502401_B10",9.8266252002604,-9.44567304500912
"18","HP1502401_B11",4.52866191356001,-29.6683759375246
"19","HP1502401_B14",27.262010963139,-8.88974702165227
"20","HP1502401_B15",0.798679173205333,-29.3304631520273
"21","HP1502401_B16",-4.08459289257775,-11.2287800560439
"22","HP1502401_B17",-26.2079693207867,4.01844247005109
"23","HP1502401_B18",-3.48516113098742,-29.2533142180229
"24","HP1502401_B20",0.54055224299559,1.51433911262892
"25","HP1502401_B21",27.3028120632773,-2.30568995501527
"26","HP1502401_B22",17.2727075528946,-7.76523453487412
"27","HP1502401_B23",24.4959741485967,-9.67375156690617
"28","HP1502401_B24",24.9356447092505,-6.45914976243074
"29","HP1502401_B5",-2.39946912202857,-2.04077903874139
"30","HP1502401_B7",25.3595175671729,-4.71959856793199
"31","HP1502401_B8",19.0327439522957,21.0347974018696
"32","HP1502401_C1",-24.4800748441667,2.88534354504411
"33","HP1502401_C10",27.0800740504884,-5.1972317170808
"34","HP1502401_C12",-6.44726660477066,19.747032554882
"35","HP1502401_C14",-2.54497837012789,-11.3797832829415
"36","HP1502401_C16",0.654017882135042,-6.14815121807221
"37","HP1502401_C18",25.7525677382088,-10.291831684725
"38","HP1502401_C2",17.2161112959902,6.14628248794783
"39","HP1502401_C20",15.9388403344341,21.0142640008583
"40","HP1502401_C21",23.4463672865232,-6.36684521120451
"41","HP1502401_C22",13.7811392999013,-9.55284913559779
"42","HP1502401_C4",3.2818058725838,5.29250228292812
"43","HP1502401_C5",21.9063349497612,22.2034841410408
"44","HP1502401_C6",26.2290133181145,-5.76109374706112
"45","HP1502401_C7",25.5183701537984,-9.39600932967089
"46","HP1502401_C8",17.6008466232081,20.3101041814123
"47","HP1502401_D10",-30.0172373520547,5.09191649887007
"48","HP1502401_D12",21.5824977052259,20.1956066170859
"49","HP1502401_D13",27.7382234850822,-8.14554457962794
"50","HP1502401_D16",8.57610641987836,-5.3206460956083
"51","HP1502401_D17",19.5577582719582,18.4881424730028
"52","HP1502401_D18",-6.01731053799987,20.8240368623459
"53","HP1502401_D2",-26.7281469223681,3.89769812417319
"54","HP1502401_D20",9.63703636022372,-5.35693659947295
"55","HP1502401_D22",24.8054517808393,-9.30591130487017
"56","HP1502401_D23",17.2152527236673,6.14039239754116
"57","HP1502401_D24",3.3312487591584,-4.25389259752786
"58","HP1502401_D3",26.404354932243,-9.25860970992219
"59","HP1502401_D4",-7.89301992726491,18.5692642863637
"60","HP1502401_D5",-1.59899466233333,-10.9715342721457
"61","HP1502401_D6",25.5818368628232,-8.26897739840455
"62","HP1502401_D7",23.1197373742661,-7.5621609390757
"63","HP1502401_D8",5.79939630229062,-13.5238464119564
"64","HP1502401_E10",21.823072797287,-7.18178165445637
"65","HP1502401_E11",-1.75410410225796,-10.9885782216166
"66","HP1502401_E14",-2.61333185253869,-23.6312352021965
"67","HP1502401_E16",2.64520917528888,-1.50935550844159
"68","HP1502401_E17",12.5430001371529,-0.348885123149602
"69","HP1502401_E18",17.0776627454671,6.08742862610164
"70","HP1502401_E19",26.8111069448836,-5.35501881293936
"71","HP1502401_E2",-29.6523275364468,5.09287682786943
"72","HP1502401_E20",-27.8484466110447,4.29094843871744
"73","HP1502401_E21",8.98933141136135,-5.2891243050196
"74","HP1502401_E22",25.8783731409449,-8.46319307249783
"75","HP1502401_E23",-27.6059612774268,5.22207548450258
"76","HP1502401_E24",-27.5980841802427,3.97425742081395
"77","HP1502401_E3",16.0913839642883,21.5722183744977
"78","HP1502401_E5",-0.171145863671364,-29.1408058068693
"79","HP1502401_E6",3.63228092884107,-6.130964979782
"80","HP1502401_E7",1.76277741119473,-29.0397753010473
"81","HP1502401_E9",22.0639544162102,21.9741831360357
"82","HP1502401_F10",-0.350416617158175,-12.7038210437541
"83","HP1502401_F11",16.071568089819,21.2581722384773
"84","HP1502401_F12",-3.06868983528202,-10.524992865777
"85","HP1502401_F13",-29.2726278584466,4.30187053838545
"86","HP1502401_F15",0.761275838736397,-27.1631419823131
"87","HP1502401_F16",25.9006421660171,-11.2814112240763
"88","HP1502401_F17",3.03284078734212,-33.7884982416785
"89","HP1502401_F18",-0.727138995017761,-29.0106203619932
"90","HP1502401_F19",-5.23660556226971,-8.57549485085361
"91","HP1502401_F20",-3.92281830880976,-7.13672540785743
"92","HP1502401_F21",23.6797491912501,-8.35414327754359
"93","HP1502401_F22",22.2951016441488,-8.98409093421295
"94","HP1502401_F23",-2.14412863464769,-5.00854946662383
"95","HP1502401_F24",25.3064907052031,-8.27022230041884
"96","HP1502401_F4",8.72544067366697,-8.15943306795398
"97","HP1502401_F9",27.2481601352954,-7.64695944818617
"98","HP1502401_G10",19.0850698730139,-8.53175573256463
"99","HP1502401_G11",3.94531239435693,-31.7540095060369
"100","HP1502401_G12",0.684941819576923,-30.063300264494
"101","HP1502401_G14",25.7491670547239,-6.32438249720178
"102","HP1502401_G18",-29.4082401000969,4.39950047443011
"103","HP1502401_G20",17.3533207942562,22.9221566268702
"104","HP1502401_G21",17.2387671691536,6.13816717157654
"105","HP1502401_G22",24.0501465853213,-4.22155299297616
"106","HP1502401_G23",-17.0996142306214,23.4617327723292
"107","HP1502401_G24",25.5040502457763,-7.58174349715444
"108","HP1502401_G3",20.6123934116659,22.7396299169932
"109","HP1502401_G4",24.2793874632304,-8.15913422413337
"110","HP1502401_G5",26.1582693393829,-8.90739140708257
"111","HP1502401_G6",21.5507230185883,-7.66069844056617
"112","HP1502401_G7",2.97382455098221,-3.89476828571156
"113","HP1502401_G8",5.72211318937589,-2.70513375030822
"114","HP1502401_H1",-1.13367701103283,-4.33704931857345
"115","HP1502401_H11",27.2736047385397,-6.83047229388216
"116","HP1502401_H12",25.0093774136021,-7.73579538661166
"117","HP1502401_H13",-1.47549653343488,-28.3136815262399
"118","HP1502401_H14",-3.55954291877749,-10.8375836550099
"119","HP1502401_H15",7.8746320219939,-0.227592309787412
"120","HP1502401_H16",-5.21672907873942,-10.6987335614627
"121","HP1502401_H18",-14.0092782153159,-15.1285519495145
"122","HP1502401_H19",27.330729996369,-6.42511656550468
"123","HP1502401_H2",0.498929641054756,0.274237906531524
"124","HP1502401_H20",-3.29269174787456,0.209401865879786
"125","HP1502401_H21",7.03078996980143,-8.07744138665182
"126","HP1502401_H22",23.6885541555653,-9.13285924441885
"127","HP1502401_H23",-6.60456361616782,20.730577326811
"128","HP1502401_H24",1.83522026860819,2.69676151706671
"129","HP1502401_H3",7.55624856991661,4.10219073182563
"130","HP1502401_H4",-3.26880876315367,-11.7737532747963
"131","HP1502401_H5",-0.441388102736999,3.60632951666644
"132","HP1502401_H6",18.8066690237665,20.2758442686787
"133","HP1502401_H7",4.90305157543874,-4.11694497914893
"134","HP1502401_H8",6.55342019322576,4.06613571218594
"135","HP1502401_I1",-2.50392370683904,-9.72839507122304
"136","HP1502401_I12",-12.9621469782056,-14.1551199913337
"137","HP1502401_I14",-24.6763868648522,4.6039652599862
"138","HP1502401_I15",-3.7034852605448,-10.6901297233716
"139","HP1502401_I16",-0.108691079952066,3.62273686200895
"140","HP1502401_I18",-1.09048834589736,2.62715580808487
"141","HP1502401_I19",12.0276036847192,-7.21373480099559
"142","HP1502401_I2",-6.13331071908146,20.7333385036118
"143","HP1502401_I21",-18.2438579171395,16.0842781897942
"144","HP1502401_I22",12.5403445121051,-6.89006297921119
"145","HP1502401_I23",11.0779409761769,-0.618369987322671
"146","HP1502401_I24",25.2999134804271,-7.57164762610659
"147","HP1502401_I4",11.12049335109,-0.315047601667414
"148","HP1502401_I6",27.237447360068,-4.00497581296943
"149","HP1502401_I7",19.2931079021168,19.4125441898538
"150","HP1502401_I8",-3.18800304098064,-29.7508778756228
"151","HP1502401_I9",20.2144373643944,20.719673484247
"152","HP1502401_J1",-5.37617729062638,-9.80874737402967
"153","HP1502401_J10",22.5258114589534,-7.08669618538068
"154","HP1502401_J11",7.98184264130752,-1.95316958289135
"155","HP1502401_J12",22.9619659394422,-4.6775766293868
"156","HP1502401_J14",-3.57358561828396,-11.7156225399301
"157","HP1502401_J15",-6.24200820560574,20.1879980490202
"158","HP1502401_J16",-10.2091820111046,-13.285211417087
"159","HP1502401_J17",-20.5012854788052,15.3570079812994
"160","HP1502401_J18",-2.78197355980791,-9.10820991200802
"161","HP1502401_J19",-6.39495691213974,20.9268877751376
"162","HP1502401_J2",-29.6661064435311,4.50288421872583
"163","HP1502401_J20",-4.18201695481847,-7.77949247137186
"164","HP1502401_J21",-1.9533687985353,-7.87669092648289
"165","HP1502401_J22",23.161310368452,-4.8864829620392
"166","HP1502401_J23",1.00623794911555,-11.4307634584638
"167","HP1502401_J24",-6.35079726060762,20.2259699550699
"168","HP1502401_J4",-3.54586460036126,-12.4939417065301
"169","HP1502401_J6",6.62225193323336,4.02545847712298
"170","HP1502401_J7",-10.9792331320083,-13.896756041631
"171","HP1502401_J8",-3.65115699647557,-13.5517997333847
"172","HP1502401_K1",7.19095368177564,-1.9653013960949
"173","HP1502401_K10",-26.6304982224386,4.48075359612316
"174","HP1502401_K11",-1.34045257674943,0.683458330556739
"175","HP1502401_K12",-26.9585988473001,4.79754078395772
"176","HP1502401_K14",4.60180849006859,-31.8612619889324
"177","HP1502401_K15",1.63346293868501,-8.86764092184803
"178","HP1502401_K16",-3.39181391943835,-8.44322653801829
"179","HP1502401_K17",13.2873836112602,-7.30893104695796
